sbt1_1963,sbt1_1964,sbt1_1965,sbt1_1966,sbt1_1967,sbt1_1968,sbt1_1969,sbt1_1970,sbt1_1971,sbt1_1972,sbt1_1973,sbt1_1974,sbt1_1975,sbt1_1976,sbt1_1977,sbt1_1978,sbt1_1979,sbt1_1980,sbt1_1981,sbt1_1982,sbt1_1983,sbt1_1984,sbt1_1985,sbt1_1986,sbt1_1987,sbt1_1988,sbt1_1989,sbt1_1990,sbt1_1991,sbt1_1992,sbt1_1993,sbt1_1994,sbt1_1995,sbt1_1996,sbt1_1997,sbt1_1998,sbt1_1999,sbt1_2000,sbt1_2001,sbt1_2002,sbt1_2003,sbt1_2004,sbt1_2005,sbt1_2006,sbt1_2007,sbt1_2008,sbt1_2009,sbt1_2010,sbt1_2011,sbt1_2012,sbt1_2013,sbt1_2014
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.14875,3.52948,2.39932,2.35308,1.25963,0.958282,2.81035,1.86169,1.57131,2.87281,6.65042,11.8824,14.1942,15.1099,15.149,13.6043,5.46442,3.30462,2.54492,3.01609,7.24251,14.1955,20.472,25.9359,32.2738,37.9321,40.7056,39.6858,37.5393,36.4531,38.1802,43.3975,46.8084,46.7066,49.4306,55.3317,61.5539,67.2661,70.866,71.7299,72.2345,68.74,64.614,56.3048,52.2149,45.6163,40.3824,35.2683,32.686,35.2003,38.3118,39.8043
5.65325,3.70925,2.24649,1.9348,0.852988,0.723261,2.43672,1.56912,1.42568,2.74729,6.74121,12.3364,14.6607,15.2452,14.7378,12.7261,4.36642,2.45622,2.00128,2.64638,6.8777,13.9649,20.4972,26.234,32.7736,38.349,40.7467,39.1724,36.5543,35.3001,37.2535,42.8394,46.4857,46.4519,49.3218,55.3477,61.6494,67.472,71.1383,71.9295,72.1652,68.2892,63.8168,55.0865,50.7985,44.1191,38.8344,33.8422,31.391,33.9285,37.1232,38.5879
5.40514,3.38058,1.98611,1.66635,0.727924,0.722086,2.59081,1.72342,1.53016,3.20635,7.34915,12.5448,14.2943,14.3751,13.5637,11.6007,4.01767,2.34972,2.0277,2.8317,7.31642,14.4193,20.7585,26.2985,32.546,37.8223,40.0341,38.3726,35.8069,34.7611,37.0508,42.966,46.6738,46.4611,49.2533,55.3491,61.6434,67.4791,71.2018,72.0372,72.2452,68.4713,64.1881,55.4441,51.13,44.7615,39.6457,34.623,32.041,34.4311,37.5543,38.9935
5.86569,4.12229,2.69589,2.34495,1.10849,0.761715,2.40453,1.6084,1.50243,3.65727,8.20284,13.598,15.9304,16.6277,16.1358,13.9063,5.12582,2.90429,2.32133,3.1316,7.92534,15.3422,21.8206,27.5822,34.2254,39.8362,42.3726,40.852,38.0501,36.6486,38.5239,44.1718,47.6155,47.2896,49.9532,55.9609,62.2782,67.9314,71.5449,72.4533,72.655,68.824,64.4006,55.2198,50.7297,44.4589,39.5162,34.954,32.6053,34.9025,37.9921,39.4416
5.03423,3.47108,2.39704,2.40246,1.31566,0.952608,2.95281,2.14133,1.88608,3.59138,7.58894,12.4464,14.2706,14.8427,14.7117,13.0998,5.43166,3.41266,2.85522,3.55601,8.28769,15.6809,22.0357,27.7193,34.2329,39.5194,41.8276,40.3966,37.8814,36.785,38.6788,44.3037,47.9702,47.87,50.494,56.3046,62.7256,68.5741,72.1615,72.9923,73.2466,69.3819,64.9643,55.7871,51.2082,45.3251,40.8515,36.6043,34.3759,36.8143,39.9785,41.4299
4.70809,2.94002,1.86526,1.99834,1.17742,1.03515,3.38566,2.62408,2.22692,4.42449,8.61933,12.9456,13.9228,13.8033,13.4075,11.9932,5.44474,3.81791,3.41997,4.29114,9.25257,16.5642,22.5953,27.7693,33.7886,38.7293,40.9593,39.9853,38.2891,37.9796,40.3544,46.1113,49.5613,48.924,51.1437,56.7113,62.7216,68.3351,71.7676,72.3876,72.5098,68.7121,64.3874,55.3097,50.7849,44.4593,39.6151,35.1628,32.8578,35.0961,38.0188,39.4865
4.05178,2.48845,1.64538,1.64525,0.999104,1.0122,3.5573,2.76529,2.29572,4.44005,8.47231,12.5439,13.2848,12.9552,12.4202,11.1141,5.32127,3.90034,3.5868,4.46438,9.40736,16.6081,22.4783,27.4099,33.1863,37.9722,40.2197,39.5352,38.2697,38.2962,40.8537,46.7206,50.1791,49.5327,51.6357,57.0136,62.9363,68.4498,71.7707,72.4672,72.6146,68.6273,64.1289,55.0057,50.4064,44.3751,39.7638,35.3859,32.9259,35.0437,37.9143,39.3813
4.58358,3.02553,2.02589,1.96938,1.08012,0.960338,3.26087,2.37521,1.95874,3.75523,7.82528,12.6034,14.1898,14.462,14.1468,12.6689,6.1668,4.32722,3.70064,4.3724,9.3044,16.7994,23.1596,28.6945,34.9914,40.0685,42.7501,42.557,41.4168,41.2559,43.5973,49.1917,52.2207,51.1406,52.9747,58.2209,63.8695,69.0948,72.3037,73.0387,73.1973,69.2546,64.6845,55.4655,50.7134,44.4656,39.7859,35.3365,32.8359,34.9783,37.8872,39.3452
4.40255,2.79763,1.85385,1.87197,1.2004,1.03307,3.20873,2.2531,1.85815,3.45173,7.41101,12.268,13.8791,14.2087,14.1351,12.9402,6.4441,4.5451,3.8379,4.4825,9.46907,17.104,23.5815,29.1565,35.6171,40.8755,43.838,44.0643,43.2847,43.3606,45.6979,51.201,54.0485,52.7826,54.5503,59.796,65.3817,70.5005,73.6279,74.2948,74.4114,70.3342,65.6273,56.2836,51.5251,45.222,40.4802,35.8196,33.213,35.259,38.0339,39.5105
4.20306,2.63116,1.75062,1.72337,1.00535,1.0111,3.03151,2.11156,1.78997,3.67678,7.82589,12.577,13.9835,14.0942,13.771,12.495,6.14496,4.31191,3.74345,4.56747,9.80487,17.6837,24.2645,29.8212,36.2398,41.4879,44.3886,44.4827,43.6691,43.9201,46.5844,52.3274,55.1926,53.861,55.5736,60.7549,66.264,71.296,74.3703,75.051,75.1307,70.9855,66.1573,56.7259,51.896,45.5273,40.7167,36.027,33.371,35.3635,38.0614,39.5476
4.65938,2.80285,1.7308,1.58287,0.794198,0.790384,2.10642,1.21588,1.19106,3.31969,7.90841,13.2151,14.9763,15.151,14.5911,12.867,5.32082,3.15814,2.54089,3.44179,8.60265,16.8931,24.0678,30.2264,37.1349,42.621,45.4198,44.7075,42.6335,41.8409,44.2043,50.2557,53.8279,53.1636,55.0997,60.344,66.1245,71.3895,74.4741,75.2443,75.5151,71.3216,66.2645,56.6183,51.7143,45.5241,40.9053,36.1599,33.34,35.151,37.679,39.1598
4.91295,3.04737,1.78199,1.4722,0.671458,0.732222,2.14812,1.24069,1.1696,3.18396,7.82944,13.4096,15.3794,15.4683,14.6527,12.7659,5.20973,3.08587,2.47012,3.3012,8.3,16.5227,23.6391,29.7017,36.5524,42.0093,44.8132,44.2078,42.1887,41.3247,43.5955,49.5319,53.0422,52.268,53.9811,58.9666,64.5362,69.6805,72.77,73.6059,74.1171,70.0726,65.0285,55.3905,50.4761,44.3027,39.6474,34.8154,31.8862,33.5021,35.9437,37.4095
5.25442,3.3169,1.89184,1.80428,1.0095,0.837633,2.87247,1.96839,1.6966,3.34189,7.49438,12.7374,14.4542,14.6086,14.249,12.707,6.13357,4.16871,3.34382,3.81929,8.44045,16.0869,22.7404,28.4892,35.0938,40.5255,43.6482,43.7349,42.5349,42.0914,44.1824,49.854,53.358,52.5658,54.1975,59.2691,64.9331,70.0994,73.079,73.9058,74.7821,70.9637,65.7823,56.1005,50.9754,44.1427,39.2361,34.8105,32.1305,33.7852,36.358,37.7909
5.96602,4.32554,2.87558,2.65434,1.32796,0.879801,2.15175,1.36175,1.37743,3.79844,8.76104,14.6646,17.4783,18.5844,18.4996,16.4721,7.62396,4.59671,3.31661,3.8726,8.76295,16.6966,23.637,29.7724,36.8182,42.7356,46.5067,46.8881,45.3477,44.4622,46.1305,51.3368,54.3104,53.0038,54.217,59.1266,64.9071,70.4035,73.4804,74.0656,74.8323,71.0824,65.9,55.9797,50.6566,43.8225,38.9696,34.4627,31.69,33.0278,35.4829,36.8603
5.2389,3.83697,2.53551,2.36263,1.21562,0.863352,2.16429,1.35053,1.42281,3.86593,8.63555,14.1887,16.6106,17.4319,17.2685,15.3788,7.06271,4.29522,3.23588,3.94076,8.93889,16.96,23.8803,29.9208,36.8429,42.6169,46.2486,46.4798,44.9167,44.2234,46.2305,51.7022,54.7586,53.5998,54.928,59.9088,65.745,71.256,74.2757,74.7338,75.3564,71.621,66.3973,56.4202,51.106,44.3657,39.5823,35.1417,32.3819,33.7357,36.1988,37.5808
5.55081,4.29859,2.96407,2.70371,1.31375,0.948205,2.20875,1.39474,1.49758,4.0524,8.98945,14.8011,17.5514,18.621,18.5214,16.5269,7.83986,4.80914,3.64799,4.34137,9.40754,17.4086,24.28,30.3027,37.2721,43.1779,46.9955,47.4309,46.1397,45.6594,47.6844,53.005,55.7973,54.3337,55.2783,59.8929,65.4775,70.6928,73.5066,73.8814,74.5206,70.7343,65.4383,55.5647,50.4823,43.9409,39.3018,34.8895,32.0878,33.3377,35.7221,37.0967
6.47386,5.3722,3.84596,3.57196,1.49227,0.861288,1.9111,1.07968,1.11823,3.21111,8.23834,15.0189,19.0765,21.2825,21.6136,19.2134,9.08009,5.33364,3.60155,3.96361,8.90381,17.1278,24.4817,31.1875,38.8767,45.3118,49.7496,50.6026,49.0468,47.898,49.403,54.5656,57.4311,56.0757,57.0013,61.6169,67.1467,72.2689,75.024,75.1812,75.5696,71.491,65.9698,55.9228,50.7677,44.1292,39.5165,35.2914,32.6691,34.0718,36.5058,37.905
6.2526,4.96491,3.74977,3.70127,1.46121,0.856318,2.15024,1.31459,1.26064,2.92171,7.52189,14.0593,18.0018,20.3447,20.7812,18.4554,8.80185,5.34979,3.69653,3.9305,8.62964,16.5815,23.6761,30.1272,37.6299,44.0235,48.4959,49.5315,48.287,47.3485,48.8237,53.8387,56.5632,55.0358,55.8974,60.4837,65.9569,71.1255,73.9864,74.1686,74.5603,70.4889,65.0491,55.1876,50.1808,43.5366,38.911,34.545,31.8712,33.2654,35.6605,37.0577
5.6957,4.36637,3.07515,2.93986,1.43401,0.925207,2.94081,2.2211,2.06067,3.76748,7.93077,13.441,15.9585,16.9854,17.0542,15.2367,7.84025,5.4669,4.37063,4.72638,9.49162,17.0767,23.4446,28.8847,35.4431,41.1142,44.8491,45.6146,45.0449,45.0816,47.0275,52.1017,55.0082,53.7139,54.6714,59.3565,64.784,69.7981,72.9053,73.5097,74.1558,70.2918,65.0391,55.3137,50.4704,43.9924,39.4601,35.0874,32.4206,33.9655,36.5191,37.8947
5.05814,3.79138,2.85416,3.12362,1.65671,0.938857,2.55038,1.83331,1.94962,3.89577,7.97561,13.1284,15.5406,16.8246,17.2832,15.6648,7.51671,4.84314,3.84327,4.36108,9.02558,16.3557,22.5402,27.7923,34.151,39.9487,43.7943,44.2243,43.246,43.0415,44.9616,49.9773,52.8596,51.8123,52.9183,57.4765,62.7242,67.5603,70.5872,71.1486,71.6581,67.6398,62.4341,53.2744,48.8853,42.7174,38.3285,33.9174,31.1974,32.3681,34.5401,35.8782
4.45938,3.138,2.2078,2.65876,1.53753,0.91654,2.58513,1.87045,1.96796,3.5835,7.2927,12.2069,14.2507,15.1543,15.545,14.2321,6.95145,4.6498,3.76577,4.21557,8.804,16.066,22.1744,27.283,33.5302,39.2146,42.9168,43.4001,42.6088,42.6144,44.7372,49.987,53.0069,51.9719,53.1841,57.7538,62.745,67.4036,70.4233,71.0295,71.5707,67.6673,62.6486,53.5288,49.1258,42.5146,37.6513,33.2813,30.7635,32.0102,34.2147,35.5714
4.39959,3.08515,2.13857,2.53925,1.6393,1.04093,2.80563,2.08749,2.08734,3.67156,7.36903,12.206,14.1174,14.8954,15.3495,14.254,7.28577,5.06487,4.18817,4.62789,9.30771,16.5632,22.5671,27.5861,33.8036,39.449,43.244,44.0407,43.6516,44.0132,46.2797,51.4853,54.3641,53.1609,54.2045,58.6817,63.6603,68.291,71.2687,71.9008,72.4843,68.5786,63.5521,54.2894,49.8309,43.1678,38.2155,34.0505,31.6706,32.9489,35.1747,36.545
3.86641,2.60164,1.76908,2.24689,1.53241,0.988693,2.9774,2.1063,1.94433,3.39653,6.70413,10.9163,12.2991,12.8414,13.3002,12.437,6.2527,4.41525,3.62509,4.02821,8.48557,15.5589,21.323,26.1186,32.1746,37.6987,41.2549,41.7116,41.0122,41.1045,43.3458,48.6975,51.9178,51.0496,52.381,57.1213,62.3515,67.2235,70.3252,71.0575,71.7988,68.1548,63.3217,54.2128,49.938,43.4526,38.6164,34.5499,32.1385,33.3277,35.5514,36.9335
4.19797,2.94904,2.116,2.5484,1.75287,1.03227,2.76997,1.90385,1.86523,3.61051,7.11969,11.4576,13.1396,13.9997,14.7094,13.8347,6.69173,4.44069,3.52275,3.96105,8.46779,15.5926,21.4731,26.3683,32.5412,38.2464,42.0051,42.4387,41.471,41.302,43.3536,48.6303,51.8206,50.8869,52.1594,56.8671,62.0829,66.9992,70.1568,70.9095,71.719,68.1387,63.2271,53.9815,49.6689,43.1596,38.2907,34.2799,31.9232,33.0345,35.1536,36.5345
3.81024,2.64038,2.05287,2.50855,1.58611,1.05703,2.90087,1.9754,1.7629,3.62493,7.30783,11.5273,13.0535,13.8425,14.4104,13.5157,6.82908,4.68161,3.80983,4.33888,9.07372,16.379,22.3637,27.3918,33.6236,39.2251,42.9593,43.5102,42.7653,42.908,45.2621,50.5792,53.5566,52.4134,53.6521,58.351,63.4474,68.2794,71.5729,72.5509,73.3158,69.6514,64.7313,55.3218,50.7369,44.0692,39.2174,35.4087,33.4145,34.8874,37.1986,38.6088
