rt1_1958,rt1_1959,rt1_1960,rt1_1961,rt1_1962,rt1_1963,rt1_1964,rt1_1965,rt1_1966,rt1_1967,rt1_1968,rt1_1969,rt1_1970,rt1_1971,rt1_1972,rt1_1973,rt1_1974,rt1_1975,rt1_1976,rt1_1977,rt1_1978,rt1_1979,rt1_1980,rt1_1981,rt1_1982,rt1_1983,rt1_1984,rt1_1985,rt1_1986,rt1_1987,rt1_1988,rt1_1989,rt1_1990,rt1_1991,rt1_1992,rt1_1993,rt1_1994,rt1_1995,rt1_1996,rt1_1997,rt1_1998,rt1_1999,rt1_2000,rt1_2001,rt1_2002,rt1_2003,rt1_2004,rt1_2005,rt1_2006,rt1_2007,rt1_2008,rt1_2009,rt1_2010,rt1_2011,rt1_2012,rt1_2013
4841.41,6037.48,3362.03,2099.99,6383.64,4659.49,16787.6,3050.53,9027.69,6247.15,397.446,3250.61,457.016,4834.45,13202.1,6040.51,3637.01,825.646,3363.27,3521.63,2867.87,7239.7,5653.76,6489.19,373.522,622.899,4049.02,1350.12,22959.6,4489.52,5754.77,1762.47,6074.25,5075.16,2312.36,502.194,1495.75,2012.25,293.096,721.933,1039.48,1086,648.399,382.297,6300.05,925.92,896.277,1294.97,477.817,2926.76,3566.43,730.923,2740.82,1568.26,1412.22,8876.06
4851.97,7050.57,749.785,3922.71,5330.83,20662,15725.5,4591.94,10277,5296.09,2988.37,567.51,2693.99,3189.23,12419.4,17134.8,889.222,2336.24,3078.96,6943.27,1981.63,6336.55,6148.27,7257.84,3114.17,3247.42,1838.78,2629.78,24124.7,9812.49,3504.41,2846.97,4824.94,10762.8,471.194,1506.67,1630.96,496.033,1469.08,778.396,882.329,1393.1,913.377,379.528,5700.88,1896.63,2834.91,746.655,745.008,1399.31,3195.67,3785.01,4544.09,3908.3,3969.56,879.839
7662.6,4363.23,2202.25,1789.85,4367.45,16460,6411.77,2071.61,6896.78,1376.42,3275.54,1523.05,1927.19,3579.34,11091.1,4594.32,6489.44,2501.26,2379.13,5341.77,5413.2,3220.86,727.634,2696.77,6309.05,1869.89,988.444,771.15,18863.1,9727.23,505.352,3268.11,2868.63,5514.6,2656.27,1063.94,553.375,967.364,2091.53,789.357,518.781,638.605,468.095,156.332,3356.03,1688.75,264.132,610.006,452.064,562.744,4525.95,2406.88,2147.04,1103.24,862.027,1090.51
1806.99,2246.78,4584.7,5632.02,3418.21,4543.81,15183.9,8764.77,2249.17,3234.56,1951.34,720.217,1821.23,1892.42,16128.2,697.762,10344.9,1438.46,532.429,8260.67,1589.52,4600.62,4216.69,5345.48,566.388,4152.53,1593.53,3077.7,10960.5,11884.5,2796.54,2473.61,3312.43,3134.76,3574.14,2848.54,1528.84,551.318,1156.62,1735.69,1055.84,656.092,657.528,283.65,4927.62,619.841,1052.52,1593.97,526.526,1797.52,4152.23,1151.45,2038.75,2904.95,730.986,904.015
1236.23,1949.62,4890.56,2166.58,4810.65,34568.2,4361.53,2135.55,2505.14,4578.93,824.695,3612.84,987.41,2312.47,13937.1,13649.7,2666.32,1045.32,4972.68,3182.82,1749.1,9752.38,4504.2,2975.69,5080.42,2772,1468.09,2193.05,25965.9,5983.76,2359.11,1238.25,6607.91,5127.31,2584.23,1619.39,689.065,1055,2419.32,1359.42,997.727,924.415,844.777,1040.31,3454.64,2606.03,572.545,1408.97,759.723,1662.6,5303.89,603.193,1983.3,868.056,1666.66,9056.16
7336.34,3295.14,1321.53,2281.86,3502.9,18633.2,12401.3,2745.11,5859.51,1142.84,2248.71,1242.9,1092.5,3665.47,17315.5,7121.64,693.02,4341.31,1896.45,6346.17,2310.61,4298.12,2698.7,5694.12,3004.5,1788.15,2640.18,290.932,13477.5,14630.5,4806.63,1279.62,5645.01,5593.49,1305.86,1777.23,610.647,1678.18,1402.04,870.494,2531.11,345.612,292.881,717.357,6245.75,1988.16,1173.31,1398.69,1012.28,1079.7,2964.48,5770.77,1795.24,1189.92,4930.66,9313.08
3712.17,3143.83,4208.85,5554.36,2808.16,11254.3,8309.25,6643.73,5576.14,1511.78,4423.03,2455.64,176.368,3706.83,19090.7,841.478,2786.56,5725.74,2629.52,5057.12,3215.23,6447.48,1961.79,5590.66,2270.62,1789.9,2896.11,1376.45,13194.7,13100.1,1405.98,2515.73,8126.56,2351.33,3338.56,353.893,2007.87,392.364,724.63,719.782,1443.48,804.864,479.845,249.209,3117.9,1480.27,702.116,165.602,315.734,1908.86,1703.11,2615.04,1057.07,3499.7,1078.53,1017.22
5597.41,543.019,4924.14,1525.04,11003.2,14583.8,17644.4,2242.17,7056.93,3898.64,1470.99,989.574,2252.22,5095.84,11828.6,3591.76,14971.9,2490.54,1632.55,8191.53,592.89,5302.25,4102.31,8546.26,1769.79,4158.52,2145.14,2561.49,23086.7,7199.25,1988.34,1415.52,10364.4,2293.76,1749.78,1484.01,1605.44,579.829,711.916,578.089,2292.84,1111.77,972.639,694.085,8070.47,3231.88,563.083,723.479,1379.28,2013.71,8436.63,7167.11,1769.31,6600.75,353.418,2172.09
8706.97,1173.28,2061.32,4852.55,4300.53,12379.8,14162.2,2722.88,8329.36,1129.47,1947.98,2575.16,855.931,4280.64,15798.7,3842.05,1666.34,4791.41,3562.75,4846.69,1867.89,4305.37,10296.2,1950.68,2214.8,736.82,2351.25,343.669,22479.7,5646.55,689.016,3945.27,5832.64,6090.09,4652.36,835.7,1061.09,2045.85,1203.79,178.134,1368.5,1017.82,972.066,112.586,4840.37,1230.42,2289.93,865.212,1573.49,1553.06,8664.5,1544.87,270.695,1487.39,2521.59,5228.38
6157.01,2828.22,1959.77,1420.82,7951.75,12558.2,11780.6,2432.7,5201.57,2316.5,2238.69,858.977,2033.4,2978.24,13860.4,3736.6,1565.4,4869.89,934.626,6424.46,8254.01,2325.68,2243.1,2446.77,4325.47,1358.73,2586.42,591.479,21002.6,2591.55,4098.04,3756.83,3727.93,4645.22,4824.13,1032.41,1520.82,635.197,531.264,350.837,1072.57,1047.34,427.068,314.171,2935.27,1403.82,274.472,980.346,335.672,724.875,4294.24,1781.84,1174.79,1751.63,995.009,4339.53
