ro_gr1,h_gr1,m_gs1,m_gs2,rbar_ag1,rinit_ag1,rho_gr1,vartheta_gr1,bo,bmsy,msy1,fmsy1,q1,q2,SSB1,f
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
346354,0.783918,0.199888,0.199888,81846.5,148.419,0.26,0.735, 40511.1,26029.3,6229.61,0.119933,0.0811185,5.44149e-005,3622.37,264.511
353400,0.757497,0.199888,0.199888,82502.1,56.2774,0.26,0.735, 41335.2,27131.2,6315.24,0.119933,0.0762987,5.38401e-005,3520.73,267.355
351304,0.752702,0.199888,0.199888,81712.7,5405.02,0.26,0.735, 41090,27076.7,6270.31,0.119933,0.0739824,5.34517e-005,3405.53,270.631
353027,0.771064,0.199888,0.199888,78444.8,1520.97,0.26,0.735, 41291.6,26805.3,6329.73,0.119933,0.0798567,5.91611e-005,3125.86,273.404
354402,0.754259,0.199888,0.199888,77874,229.877,0.26,0.735, 41452.5,27280.6,6328.07,0.119933,0.07276,5.7842e-005,3124.7,277.964
351047,0.723573,0.199888,0.199888,81399.4,229.96,0.26,0.735, 41060.1,27727.7,6220.02,0.119933,0.0607525,4.94219e-005,3631.01,282.8
371862,0.706269,0.199888,0.199888,80248.5,1646.5,0.26,0.735, 43494.6,29816.6,6559.79,0.119933,0.0595224,5.05437e-005,3540.07,285.562
335270,0.740292,0.199888,0.199888,76796.3,6.45194,0.26,0.735, 39214.7,26108.9,5965.61,0.119933,0.0692566,5.56079e-005,3159.67,286.167
324279,0.793461,0.199888,0.199888,73430.5,237995,0.26,0.735, 37929.1,24187.1,5846.06,0.119933,0.0799144,6.39757e-005,2753.4,287.013
299982,0.764129,0.199888,0.199888,73290.5,30.071,0.26,0.735, 35087.3,22905.9,5369.48,0.119933,0.076487,6.59559e-005,2658.58,291.529
293462,0.786776,0.199888,0.199888,73356.7,10.8978,0.26,0.735, 34324.7,22004.4,5281.95,0.119933,0.0798498,6.09107e-005,2928.61,295.726
287857,0.761818,0.199888,0.199888,72712.2,385963,0.26,0.735, 33669,22021.4,5149.5,0.119933,0.071259,5.92197e-005,3065.32,296.349
288349,0.740966,0.199888,0.199888,73129.6,16191.6,0.26,0.735, 33726.6,22442.3,5131.59,0.119933,0.0675794,5.77865e-005,3096.89,296.95
277514,0.774082,0.199888,0.199888,72984.7,2403.25,0.26,0.735, 32459.3,21020.4,4979.47,0.119933,0.0732232,6.11013e-005,3124.46,298.238
312849,0.717103,0.199888,0.199888,71475,407.704,0.26,0.735, 36592.3,24848.8,5534.1,0.119933,0.0645987,6.19326e-005,2946.38,301.213
311450,0.721504,0.199888,0.199888,71473.3,49.2941,0.26,0.735, 36428.6,24643.8,5515.53,0.119933,0.0648545,6.568e-005,2699.53,303.265
284300,0.778527,0.199888,0.199888,73348.1,732268,0.26,0.735, 33253,21457.8,5106.78,0.119933,0.0651104,6.24907e-005,2883.51,307.432
308600,0.722657,0.199888,0.199888,75195.4,59.3616,0.26,0.735, 36095.2,24394.1,5466.65,0.119933,0.0582284,5.57605e-005,3319.34,309.789
310332,0.721615,0.199888,0.199888,74831.1,1.71027,0.26,0.735, 36297.8,24553,5495.88,0.119933,0.0582795,5.69324e-005,3151.1,311.402
341947,0.692093,0.199888,0.199888,75455.7,294751,0.26,0.735, 39995.7,27766.3,6010.09,0.119933,0.0529741,5.38252e-005,3308.94,312.604
339985,0.698593,0.199888,0.199888,74150,1.33838e+006,0.26,0.735, 39766.1,27446.6,5985.64,0.119933,0.0574195,5.68203e-005,3107.68,311.841
369549,0.715293,0.199888,0.199888,74718.8,838.832,0.26,0.735, 43224.1,29398.3,6534.06,0.119933,0.0597009,5.56454e-005,3330.03,309.837
335393,0.776248,0.199888,0.199888,77046.4,62.113,0.26,0.735, 39229,25360.3,6021.19,0.119933,0.0551031,5.22945e-005,3710.99,313.205
332867,0.780534,0.199888,0.199888,75231.9,11917.4,0.26,0.735, 38933.6,25083.3,5982.11,0.119933,0.0652289,5.87687e-005,3324.08,312.567
324650,0.767957,0.199888,0.199888,74092,33.3912,0.26,0.735, 37972.5,24712.5,5816.48,0.119933,0.0678998,6.19529e-005,3142.84,311.204
337143,0.759375,0.199888,0.199888,73773.9,1.69347e+006,0.26,0.735, 39433.7,25843.3,6027.53,0.119933,0.0595291,5.83088e-005,3218.66,317.847
