ro_gr1,h_gr1,m_gs1,m_gs2,rbar_ag1,rinit_ag1,rho_gr1,vartheta_gr1,bo,bmsy,msy1,fmsy1,q1,q2,SSB1,f
127.74,0.726641,0.378066,0.233813,72.6116,8.46145,0.986565,1.81795, 122.583,52.3765,34.9693,0.183564,92.6578,4.2102,37.0836,-577.887
143.657,0.712861,0.386399,0.242334,82.5606,10.0704,0.986739,1.8057, 121.794,53.3012,36.2156,0.18862,87.9966,3.91203,39.9429,-576.948
144.044,0.709043,0.384643,0.241271,81.796,9.56314,0.986768,1.78562, 124.013,54.7578,36.5688,0.187774,83.6263,3.91048,41.1997,-577.035
136.911,0.713044,0.378804,0.235939,76.0183,8.38566,0.986503,1.86377, 127.365,56.0318,36.4968,0.184423,84.9487,4.04193,41.2955,-573.178
133.128,0.720541,0.370798,0.235333,75.2479,8.61871,0.985776,1.7866, 124.946,53.9828,36.1228,0.181839,86.9353,4.08516,40.013,-570.689
127.941,0.73772,0.368299,0.235789,74.4772,8.45396,0.985696,1.74427, 119.282,49.4117,35.1106,0.181226,92.2142,4.12128,37.8247,-574.184
135.562,0.712287,0.369458,0.236732,75.4905,8.93279,0.985561,1.7729, 124.662,54.8019,36.2431,0.181857,92.1664,4.07337,39.0364,-572.407
129.056,0.703227,0.364181,0.229409,68.6083,7.56888,0.985598,1.88706, 132.117,59.7918,36.4412,0.178077,92.8436,4.29059,38.6106,-565.863
123.376,0.714355,0.364051,0.227174,67.7934,7.88689,0.985444,1.91768, 130.538,57.772,35.7077,0.177368,92.8361,4.35884,37.0436,-566.656
132.224,0.694517,0.365367,0.227266,68.1501,7.54128,0.985584,1.96459, 139.709,64.6481,37.6827,0.17779,89.6752,4.30484,40.1977,-566.458
130.672,0.705147,0.361582,0.225693,66.932,7.29108,0.985633,2.00048, 141.321,63.9613,38.1068,0.176183,85.5767,4.29994,41.4863,-567.723
120.105,0.714309,0.3553,0.218134,57.8024,5.79631,0.985518,2.04777, 145.392,64.9562,37.5836,0.17203,91.2121,4.69913,39.1042,-563.513
105.268,0.750629,0.344897,0.21427,52.9398,4.73871,0.98545,1.95963, 135.065,55.5951,35.1571,0.16775,99.0938,5.00727,34.0138,-561.432
119.74,0.710382,0.351319,0.216321,56.6363,5.79659,0.985217,2.11288, 148.954,67.264,38.0592,0.170292,92.1042,4.7321,39.6863,-560.556
117.99,0.711973,0.347031,0.21723,58.0554,6.16791,0.985,2.03907, 144.785,64.9845,37.4263,0.169278,93.0133,4.68157,37.4815,-560.63
114.997,0.715307,0.342908,0.218019,58.2021,6.5643,0.984954,2.01993, 139.45,62.0097,36.4902,0.168278,97.4215,4.71612,34.8195,-559.481
110.047,0.681185,0.33995,0.208492,50.9776,6.5018,0.984601,2.08264, 154.143,74.5676,36.8536,0.164533,102.225,5.05314,34.1861,-561.506
115.436,0.696978,0.35075,0.2109,53.0126,6.02355,0.984471,2.10734, 155.872,72.8235,37.921,0.168495,97.0488,4.99183,36.551,-562.278
118.538,0.719957,0.355336,0.216991,57.7522,6.47929,0.984788,2.0062, 145.981,64.4699,37.5541,0.171698,94.6993,4.75386,37.1887,-557.701
