Year,Month,Day,AreaCode,CatchKG,DiscardedKG,Vessel_ID
2014,6,30,3,,552.48,29923
2014,6,30,4,,2126.43,22460
2014,6,30,4,,2.72,310988
2014,6,30,6,71.79,22.68,23276
2014,6,30,6,,,310026
2014,6,30,7,,,24882
2014,6,30,7,84.12,,25869
2014,6,30,9,,488.51,22252
2014,6,30,9,,,27080
2014,6,29,3,,473.1,22460
2014,6,29,3,,625.5,29923
2014,6,29,4,,2102.4,22460
2014,6,29,6,,2620.4,22200
2014,6,29,6,1758.95,,23276
2014,6,29,6,,,310026
2014,6,29,7,,13.61,25869
2014,6,29,8,,,20467
2014,6,29,9,,291.66,22252
2014,6,28,3,,916.26,22460
2014,6,28,3,,2.27,310988
2014,6,28,3,,,311875
2014,6,28,6,89.75,124.74,23276
2014,6,28,8,,,20467
2014,6,27,3,,1.81,310913
2014,6,27,3,,1.81,310988
2014,6,27,5,,45.36,23276
2014,6,27,5,,,23734
2014,6,27,6,,,23734
2014,6,27,6,,,310026
2014,6,27,8,,,20467
2014,6,27,8,,2982.37,23291
2014,6,27,9,,,22236
2014,6,26,3,,5.44,310988
2014,6,26,4,,,311875
2014,6,26,6,,,29411
2014,6,26,6,,,310026
2014,6,26,7,,3534.39,23291
2014,6,26,7,,,23734
2014,6,26,7,,3.63,25869
2014,6,26,8,,,20467
2014,6,26,9,,,23162
2014,6,26,9,,14.51,29196
2014,6,25,3,,250.39,22460
2014,6,25,3,,149.69,22954
2014,6,25,3,,5.44,310913
2014,6,25,3,,1.36,310988
2014,6,25,4,,,24644
2014,6,25,4,,,311875
2014,6,25,5,,,24390
2014,6,25,5,,,28299
2014,6,25,6,,140.61,23291
2014,6,25,6,,,29411
2014,6,25,6,,,310026
2014,6,25,7,,,23734
2014,6,25,7,55.56,6.8,25869
2014,6,25,8,,,20467
2014,6,25,8,,,22236
2014,6,25,9,,,23162
2014,6,25,9,,,27080
2014,6,25,9,22.88,5.44,29196
2014,6,24,3,,589.68,21489
2014,6,24,3,,,21933
2014,6,24,3,,4.54,22460
2014,6,24,3,,95.26,22954
2014,6,24,3,747.06,,23276
2014,6,24,3,,1.81,310988
2014,6,24,4,365.95,78.47,22460
2014,6,24,4,,,311875
2014,6,24,5,,,24390
2014,6,24,6,,134.72,23291
2014,6,24,6,,,23734
2014,6,24,6,,,310026
2014,6,24,7,,,24882
2014,6,24,7,,11.79,25869
2014,6,24,8,,,20467
2014,6,24,8,,,22236
2014,6,24,9,,,23162
2014,6,24,9,,,27080
2014,6,24,9,62.91,19.96,29196
2014,6,23,3,,,20858
2014,6,23,3,,2942.01,21489
2014,6,23,3,,22.68,22460
2014,6,23,3,,49.89,22954
2014,6,23,3,711.83,622.33,23276
2014,6,23,4,664.72,,20881
2014,6,23,4,,,21885
2014,6,23,4,,275.79,22460
2014,6,23,4,,,311875
2014,6,23,5,,,24390
2014,6,23,6,,856.83,23291
2014,6,23,6,,,23734
2014,6,23,6,,,310026
2014,6,23,9,,,23162
2014,6,23,9,,,27080
2014,6,22,3,,107.04,21489
2014,6,22,3,63.46,194.14,22460
2014,6,22,3,,31.3,22954
2014,6,22,3,,68.04,29923
2014,6,22,3,,0.91,30282
2014,6,22,3,,1.81,310988
2014,6,22,4,346.76,,20881
2014,6,22,4,,,21885
2014,6,22,4,190.74,2.72,23276
2014,6,22,4,,,311875
2014,6,22,5,,,24390
2014,6,22,5,,,28299
2014,6,21,1,,,28299
2014,6,21,3,2231.73,12.7,20881
2014,6,21,3,,250.39,21489
2014,6,21,3,,865.91,29923
2014,6,21,3,,0.91,30282
2014,6,21,3,,2.27,310988
2014,6,21,4,,79.83,21489
2014,6,21,4,,,21885
2014,6,21,4,703.51,133.36,23276
2014,6,21,4,,498.95,30159
2014,6,21,4,,,311875
2014,6,21,5,,,24390
2014,6,21,5,,219.54,29863
2014,6,21,5,,555.2,30159
2014,6,21,6,,,23734
2014,6,20,1,,,28299
2014,6,20,3,,,23207
2014,6,20,3,,957.53,29923
2014,6,20,3,,1.81,310988
2014,6,20,4,,,21885
2014,6,20,4,4.14,1.81,23276
2014,6,20,5,,,25320
2014,6,20,5,,266.71,29863
2014,6,20,6,,1139.43,22252
2014,6,20,6,,,23734
2014,6,20,6,,114.75,29863
2014,6,20,7,,,24882
2014,6,20,9,,,23162
2014,6,19,3,,423.2,22460
2014,6,19,3,,1018.76,29923
2014,6,19,4,,,21885
2014,6,19,6,,535.25,22252
2014,6,19,6,,,23734
2014,6,19,6,,232.24,29863
2014,6,19,6,,,310026
2014,6,19,7,,6.35,20689
2014,6,19,7,,,311359
2014,6,19,8,,,20467
2014,6,19,8,,,26289
2014,6,19,9,,,23162
2014,6,19,9,,,27080
2014,6,18,3,,816.47,21489
2014,6,18,3,173.81,2434.44,22460
2014,6,18,3,,307.54,22954
2014,6,18,3,,,23207
2014,6,18,3,,497.58,29923
2014,6,18,3,,2.27,30282
2014,6,18,3,,3.18,310988
2014,6,18,4,,,21885
2014,6,18,4,,2.27,30629
2014,6,18,5,,,23734
2014,6,18,6,,115.21,22200
2014,6,18,6,2488.87,123.83,23291
2014,6,18,6,,,25320
2014,6,18,6,,,29411
2014,6,18,6,,493.51,29863
2014,6,18,6,,,310026
2014,6,18,7,,204.11,20689
2014,6,18,8,,,20467
2014,6,18,8,,,26289
2014,6,18,8,,,30203
2014,6,18,9,,,23162
2014,6,18,9,,,27080
2014,6,17,3,,385.56,21489
2014,6,17,3,,53.52,22954
2014,6,17,3,,7.25,30282
2014,6,17,4,,,21933
2014,6,17,4,,2094.68,22460
2014,6,17,5,,240.41,22200
2014,6,17,5,,844.13,29863
2014,6,17,6,,2402.68,23291
2014,6,17,6,,,25320
2014,6,17,6,,860.91,29863
2014,6,17,6,,,310026
2014,6,17,7,94.68,11.34,20689
2014,6,17,7,,24.04,22252
2014,6,17,7,,,24802
2014,6,17,7,,,311359
2014,6,17,8,,,26289
2014,6,17,8,,,30203
2014,6,17,9,,2.27,29196
2014,6,16,3,,455.41,30159
2014,6,16,3,,3.18,30282
2014,6,16,3,,2.72,310988
2014,6,16,4,2494.66,,20881
2014,6,16,4,,1463.29,22200
2014,6,16,4,,5.44,30159
2014,6,16,5,,,29411
2014,6,16,5,,,310026
2014,6,16,6,,317.96,23291
2014,6,16,7,,,311359
2014,6,16,8,,,26289
2014,6,16,8,,,30203
2014,6,16,9,,,23162
2014,6,16,9,,,27080
2014,6,16,9,,2.27,29196
2014,6,16,9,,83.01,30629
2014,6,15,3,,67.59,29923
2014,6,15,3,,927.6,30159
2014,6,15,4,831.54,,20881
2014,6,15,4,,633.22,22200
2014,6,15,5,,2874.87,22200
2014,6,15,5,,,310026
2014,6,15,6,,24.95,23291
2014,6,15,7,,,24802
2014,6,15,8,,,26289
2014,6,15,8,,,30203
2014,6,15,9,,,23162
2014,6,15,9,,,27080
2014,6,14,3,3534.07,,20881
2014,6,14,3,,183.7,29923
2014,6,14,3,,26.76,30159
2014,6,14,4,,,20858
2014,6,14,4,,,310026
2014,6,14,4,,,311875
2014,6,14,6,,,26036
2014,6,14,7,,,24802
2014,6,14,8,,1116.29,29518
2014,6,14,9,,,27080
2014,6,13,4,,50.35,29923
2014,6,13,9,,,27080
2014,6,13,9,,92.53,30629
2014,6,12,3,,170.55,29923
2014,6,12,3,,1.36,310988
2014,6,12,4,,1982.65,29923
2014,6,12,8,,,20467
2014,6,12,8,4921.24,635.04,23291
2014,6,12,8,,5366.89,25278
2014,6,11,3,,1671.04,30159
2014,6,11,3,,,310988
2014,6,11,4,,,21933
2014,6,11,4,,,311875
2014,6,11,5,,,23734
2014,6,11,5,,,310026
2014,6,11,6,,,310026
2014,6,11,7,431.22,10.89,20689
2014,6,11,7,,,24388
2014,6,11,8,,,20467
2014,6,11,8,4226.41,476.27,23291
2014,6,11,8,,6233.71,25278
2014,6,11,8,7325.81,,25869
2014,6,11,8,,,26289
2014,6,11,8,,,28831
2014,6,11,8,,,30203
2014,6,11,9,,,27080
2014,6,11,9,24.89,,29196
2014,6,10,3,1204.75,,20881
2014,6,10,3,,1.36,310988
2014,6,10,4,,,21933
2014,6,10,4,,390.54,30159
2014,6,10,4,,,310026
2014,6,10,4,,,311875
2014,6,10,5,,,23734
2014,6,10,6,,1891.49,22200
2014,6,10,6,,,22865
2014,6,10,6,,42.18,29863
2014,6,10,7,312.46,,20689
2014,6,10,7,446.3,,23291
2014,6,10,7,,,24388
2014,6,10,8,,,20467
2014,6,10,8,3879.44,10.88,25869
2014,6,10,8,,,26289
2014,6,10,8,,,28831
2014,6,10,8,,,30203
2014,6,10,9,,118.84,30629
2014,6,9,3,23.01,,20881
2014,6,9,3,,33.57,22954
2014,6,9,3,,313.89,30159
2014,6,9,4,,,21933
2014,6,9,4,,52.16,30159
2014,6,9,4,,,310026
2014,6,9,4,,,311875
2014,6,9,5,,,23734
2014,6,9,5,,842.78,29863
2014,6,9,6,,,20469
2014,6,9,6,,342.91,22200
2014,6,9,6,,,23734
2014,6,9,7,,4.54,20689
2014,6,9,7,195.26,,23291
2014,6,9,7,,,24388
2014,6,9,8,,,20467
2014,6,9,8,4100.23,20.41,25869
2014,6,9,8,,,26289
2014,6,9,8,,,28831
2014,6,9,8,,,30203
2014,6,9,9,,,23162
2014,6,9,9,,100.24,30629
2014,6,8,3,2766.33,,20881
2014,6,8,3,,3.63,22460
2014,6,8,3,,173.27,22954
2014,6,8,3,,1935.02,30159
2014,6,8,3,,1.81,310913
2014,6,8,3,,1.36,310988
2014,6,8,4,,,21933
2014,6,8,4,,27.21,22460
2014,6,8,4,,,310026
2014,6,8,4,,,311875
2014,6,8,5,,,24390
2014,6,8,6,,,20469
2014,6,8,6,,11.34,22200
2014,6,8,6,,722.57,23277
2014,6,8,6,,723.47,29863
2014,6,8,7,,,24388
2014,6,8,7,57.24,140.61,29518
2014,6,8,8,,,20467
2014,6,8,8,,3518.05,21076
2014,6,8,8,,2036.63,25278
2014,6,8,8,803.93,2.72,25869
2014,6,8,8,,,29900
2014,6,8,9,,,23162
2014,6,7,3,3697.54,,20881
2014,6,7,3,,99.79,22954
2014,6,7,3,,,23207
2014,6,7,3,,236.78,30159
2014,6,7,4,,,21933
2014,6,7,4,,,311875
2014,6,7,5,,,24390
2014,6,7,5,,,310026
2014,6,7,6,,999.26,22200
2014,6,7,6,,1039.18,23277
2014,6,7,6,,272.16,29518
2014,6,7,6,,1224.24,29863
2014,6,7,6,,,310026
2014,6,7,7,,,24388
2014,6,7,7,,22.68,29518
2014,6,7,7,,,310332
2014,6,7,8,,5263.49,25278
2014,6,7,9,131.13,102.98,21076
2014,6,7,9,,138.8,30629
2014,6,6,3,955.63,,20881
2014,6,6,5,,,24390
2014,6,6,6,,,20469
2014,6,6,6,,879.06,22200
2014,6,6,6,,1302.26,23277
2014,6,6,6,,,23734
2014,6,6,6,,56.7,29518
2014,6,6,6,,542.05,29863
2014,6,6,6,,,310026
2014,6,6,6,105.92,,310332
2014,6,6,7,,,21441
2014,6,6,7,,,24388
2014,6,6,7,,11.34,29518
2014,6,6,7,,,310332
2014,6,6,8,,4380.34,25278
2014,6,6,9,,,23162
2014,6,6,9,,,24013
2014,6,6,9,,131.54,30629
2014,6,5,5,,,24390
2014,6,5,6,,620.96,23277
2014,6,5,6,,,23734
2014,6,5,6,,,310026
2014,6,5,7,101.02,576.07,29518
2014,6,5,9,,,23162
2014,6,5,9,,,24013
2014,6,5,9,,221.35,30629
2014,6,4,1,,,24869
2014,6,4,4,,,23465
2014,6,4,5,,,24390
2014,6,4,5,,,310026
2014,6,4,6,,447.7,23277
2014,6,4,6,,,23734
2014,6,4,7,,,30897
2014,6,4,9,,,23162
2014,6,4,9,,,24013
2014,6,4,9,,,29196
2014,6,4,9,,114.76,30629
2014,6,3,3,,1.36,310988
2014,6,3,6,,,22678
2014,6,3,8,,,27745
2014,6,3,9,,,23162
2014,6,3,9,,23.59,23291
2014,6,3,9,,,24013
2014,6,3,9,,301.19,30629
2014,6,2,1,,,25077
2014,6,2,3,,1.36,310988
2014,6,2,5,,,25077
2014,6,2,5,,2288.37,29863
2014,6,2,6,,,28688
2014,6,2,6,,376.93,29863
2014,6,2,7,,,30897
2014,6,2,8,1588.33,45.36,25869
2014,6,2,9,,119.76,23291
2014,6,1,6,,,27728
2014,6,1,6,,326.13,29863
2014,6,1,7,,,28688
2014,6,1,8,,10053.42,25278
2014,6,1,8,5728.05,283.5,25869
2014,6,1,9,252.6,10.88,21076
2014,6,1,9,83.57,41.27,23291
2014,6,1,9,,,24013
2014,5,31,3,,25.86,22460
2014,5,31,3,,1211.09,22954
2014,5,31,6,,,23734
2014,5,31,6,,1102.23,29863
2014,5,31,7,675.02,163.3,20689
2014,5,31,7,56.47,317.97,29518
2014,5,31,8,2985.36,289.85,20689
2014,5,31,8,,13163.69,25278
2014,5,31,8,2251.19,74.84,25869
2014,5,31,9,,,20469
2014,5,31,9,189.44,59.88,21076
2014,5,31,9,,81.65,23291
2014,5,31,9,,,24013
2014,5,31,9,,,27080
2014,5,31,9,,381.02,30629
2014,5,30,3,559.89,24.95,20881
2014,5,30,3,,51.26,22460
2014,5,30,3,,442.25,22954
2014,5,30,4,,634.58,22460
2014,5,30,4,,,22950
2014,5,30,5,,,25077
2014,5,30,5,,150.14,29863
2014,5,30,6,,,25320
2014,5,30,6,,941.19,29863
2014,5,30,7,,623.7,20689
2014,5,30,7,,,24869
2014,5,30,7,28.88,1013.32,29518
2014,5,30,8,,417.76,21076
2014,5,30,8,,4090.95,25278
2014,5,30,8,3443.09,206.39,25869
2014,5,30,9,,,20469
2014,5,30,9,84.27,12.7,21076
2014,5,30,9,,,24013
2014,5,30,9,,,24388
2014,5,30,9,,,27080
2014,5,30,9,7.99,4.99,29196
2014,5,30,9,,361.97,30629
2014,5,29,3,3337.67,0.91,20881
2014,5,29,3,,5.44,22460
2014,5,29,3,,319.33,22954
2014,5,29,3,,1.36,310988
2014,5,29,4,,,21933
2014,5,29,5,,,22236
2014,5,29,5,,,25320
2014,5,29,6,,,28688
2014,5,29,7,55.35,349.72,20689
2014,5,29,7,,,24008
2014,5,29,7,,,24869
2014,5,29,8,,,20438
2014,5,29,8,11687.09,,23291
2014,5,29,8,,,29900
2014,5,29,9,,,20469
2014,5,29,9,,,23162
2014,5,29,9,,,24013
2014,5,29,9,,,24388
2014,5,29,9,,,27080
2014,5,29,9,86.25,4.54,29196
2014,5,29,9,,206.84,30629
2014,5,29,10,,,20469
2014,5,28,1,,,24198
2014,5,28,3,,4.08,310913
2014,5,28,3,,10.89,310988
2014,5,28,3,,22.68,312275
2014,5,28,4,,1.81,30282
2014,5,28,6,,,21885
2014,5,28,6,,,26441
2014,5,28,7,,,24869
2014,5,28,8,,,20438
2014,5,28,8,3536.56,,23291
2014,5,28,8,,,27080
2014,5,28,9,,,24013
2014,5,28,9,,,27080
2014,5,28,9,,215.46,30629
2014,5,27,3,,4.54,310988
2014,5,27,4,,,21933
2014,5,27,5,,1373.02,23277
2014,5,27,5,,,25320
2014,5,27,5,52.94,1928.22,29863
2014,5,27,6,,,21885
2014,5,27,6,,589.67,23277
2014,5,27,6,,,26441
2014,5,27,7,,,24869
2014,5,27,8,,,20438
2014,5,27,8,7751.35,,23291
2014,5,27,8,3727.1,238.14,25869
2014,5,27,8,,,29900
2014,5,27,9,,,20469
2014,5,27,9,,,23162
2014,5,27,9,,,24013
2014,5,27,9,,,24388
2014,5,26,4,,,21933
2014,5,26,4,,13.61,310988
2014,5,26,4,,90.72,312275
2014,5,26,6,,,21885
2014,5,26,6,,,22950
2014,5,26,6,874.54,2039.35,23277
2014,5,26,6,10.73,2092.42,29863
2014,5,26,7,,,24869
2014,5,26,8,,,20438
2014,5,26,8,3119.82,112.93,20689
2014,5,26,8,,7996.82,21076
2014,5,26,8,7198.57,,23291
2014,5,26,8,5407.33,283.5,25869
2014,5,26,8,,,29900
2014,5,26,9,,,20469
2014,5,26,9,,,24013
2014,5,26,9,,,24388
2014,5,25,4,,2.27,30629
2014,5,25,4,,9.53,310988
2014,5,25,4,,,311875
2014,5,25,4,,99.79,312275
2014,5,25,6,,,21885
2014,5,25,6,,,22950
2014,5,25,6,373.3,294.84,23277
2014,5,25,7,109.84,53.97,20689
2014,5,25,7,,,24869
2014,5,25,7,,,26441
2014,5,25,8,,,20469
2014,5,25,8,,,24008
2014,5,25,8,,,29900
2014,5,25,9,262.81,15.88,21076
2014,5,25,9,,,23162
2014,5,25,9,,,24013
2014,5,25,9,,,24388
2014,5,24,3,,149.69,22460
2014,5,24,3,,36.75,22954
2014,5,24,3,,2.72,310988
2014,5,24,4,,,21933
2014,5,24,4,,369.68,22460
2014,5,24,4,,,311875
2014,5,24,4,,79.38,312275
2014,5,24,6,,,21885
2014,5,24,6,74.17,90.72,23277
2014,5,24,6,4.34,1325.4,29863
2014,5,24,7,45.13,87.54,20689
2014,5,24,7,,,24869
2014,5,24,7,,,26441
2014,5,24,8,,,24008
2014,5,24,9,,,20469
2014,5,24,9,82.13,35.83,21076
2014,5,24,9,,,21885
2014,5,24,9,,,24013
2014,5,24,9,12.07,4.99,29196
2014,5,23,3,,69.85,22954
2014,5,23,3,,9.07,310988
2014,5,23,3,,68.04,312275
2014,5,23,4,,3.63,21838
2014,5,23,4,,58.96,22460
2014,5,23,5,,,23342
2014,5,23,6,,,22236
2014,5,23,6,,1281.4,29863
2014,5,23,7,,184.62,20689
2014,5,23,8,,1723.65,21076
2014,5,23,8,,,24008
2014,5,23,9,,,20469
2014,5,23,9,,,24013
2014,5,23,9,42.16,5.44,29196
2014,5,23,9,380.97,22.68,29518
2014,5,22,3,,109.77,22954
2014,5,22,3,,9.52,310988
2014,5,22,3,,158.76,312275
2014,5,22,4,,1.81,30282
2014,5,22,4,,,311875
2014,5,22,9,,,20469
2014,5,22,9,111.35,43.09,29518
2014,5,21,3,,2.72,310988
2014,5,21,4,,,311875
2014,5,21,6,,,20469
2014,5,21,8,,,24008
2014,5,21,8,1595.64,124.74,25869
2014,5,21,9,,,24013
2014,5,21,9,,,29135
2014,5,21,9,,106.59,29196
2014,5,21,9,214.93,234.96,29518
2014,5,20,3,,11.8,312405
2014,5,20,4,,,311875
2014,5,20,6,,,20469
2014,5,20,6,,,25320
2014,5,20,6,,,29135
2014,5,20,8,200.1,,23291
2014,5,20,8,,,24008
2014,5,20,8,,,24388
2014,5,20,8,1789.19,294.84,25869
2014,5,20,9,,,24013
2014,5,20,9,,,27080
2014,5,20,9,,,29135
2014,5,19,4,,,21933
2014,5,19,4,,,29411
2014,5,19,4,,,311875
2014,5,19,6,,,20469
2014,5,19,8,6872.39,,23291
2014,5,19,8,,,24008
2014,5,19,8,,3949.87,25278
2014,5,19,8,5591.48,464.94,25869
2014,5,19,9,,,23162
2014,5,19,9,,,24013
2014,5,19,9,,,24388
2014,5,19,9,,,29135
2014,5,19,9,,,30623
2014,5,18,1,,59.42,22954
2014,5,18,3,,33.57,22954
2014,5,18,3,,,311875
2014,5,18,4,,,21933
2014,5,18,6,,,20469
2014,5,18,6,,,25320
2014,5,18,8,9615.13,,23291
2014,5,18,8,,2562.8,25278
2014,5,18,8,5787.99,317.52,25869
2014,5,18,9,,,24013
2014,5,18,9,,,24388
2014,5,18,9,,,26441
2014,5,18,9,,,27080
2014,5,18,9,,,30623
2014,5,17,3,,56.7,22954
2014,5,17,4,,1.36,20308
2014,5,17,4,,,21933
2014,5,17,4,,976.13,22460
2014,5,17,5,,,21885
2014,5,17,5,,2.72,22252
2014,5,17,5,,127.01,23277
2014,5,17,5,,,23734
2014,5,17,6,,,20469
2014,5,17,6,,111.13,23277
2014,5,17,8,7909.91,,23291
2014,5,17,8,,670.41,25278
2014,5,17,9,,,24013
2014,5,17,9,,,24388
2014,5,17,9,,,26441
2014,5,17,9,,,27080
2014,5,17,9,,,30623
2014,5,16,3,,110.22,22954
2014,5,16,3,,2.72,310988
2014,5,16,4,1199.32,2143.67,22460
2014,5,16,6,,,20469
2014,5,16,6,,,21885
2014,5,16,6,,22.68,23277
2014,5,16,6,,,23734
2014,5,16,8,,128.82,25278
2014,5,16,8,4884.69,544.32,25869
2014,5,16,9,,45.36,23277
2014,5,16,9,,,26441
2014,5,16,9,,,27080
2014,5,15,3,,14.51,22460
2014,5,15,4,,,21933
2014,5,15,5,,,20469
2014,5,15,6,,,21885
2014,5,15,6,,318.88,22252
2014,5,15,6,,613.71,23277
2014,5,15,6,,,23734
2014,5,15,6,,,27728
2014,5,15,6,4787.5,1618.87,312275
2014,5,15,8,,,20438
2014,5,15,8,,,25034
2014,5,15,8,7584.05,283.5,25869
2014,5,15,9,,,23162
2014,5,15,9,,68.04,23277
2014,5,15,9,,,26441
2014,5,15,9,,,27080
2014,5,14,4,,,21933
2014,5,14,5,,,20469
2014,5,14,5,,,25077
2014,5,14,6,,,20469
2014,5,14,6,,737.1,22252
2014,5,14,6,687.52,1791.69,23277
2014,5,14,6,,,23734
2014,5,14,6,9512.07,2166.36,312275
2014,5,14,8,,,20438
2014,5,14,8,5408.08,136.08,25869
2014,5,14,8,,,26441
2014,5,14,9,,,21885
2014,5,14,9,,,26441
2014,5,14,9,,,27080
2014,5,14,9,671.67,14.97,29196
2014,5,13,3,,181.44,22954
2014,5,13,3,57.87,,29200
2014,5,13,4,,181.44,22200
2014,5,13,5,,9.07,22200
2014,5,13,5,,,25077
2014,5,13,5,,,28299
2014,5,13,6,,,21885
2014,5,13,6,137.5,158.76,23277
2014,5,13,6,,,23734
2014,5,13,6,,,24869
2014,5,13,8,,,20438
2014,5,13,9,,22.68,20481
2014,5,13,9,,,21885
2014,5,13,9,,,23162
2014,5,12,3,62.59,130.18,22460
2014,5,12,3,,181.44,22954
2014,5,12,3,2038.8,,23276
2014,5,12,3,1358.98,187.33,29200
2014,5,12,3,,1.81,310913
2014,5,12,5,,,20469
2014,5,12,5,,13.61,22200
2014,5,12,5,,,23734
2014,5,12,6,,,23734
2014,5,12,6,,,24869
2014,5,12,6,8505.37,513.92,312275
2014,5,12,7,,,30897
2014,5,12,9,,126.55,20481
2014,5,11,3,,80.29,21489
2014,5,11,3,,13.61,22954
2014,5,11,4,,1867.44,22200
2014,5,11,4,,1041.44,22460
2014,5,11,4,560.32,658.62,23276
2014,5,11,4,5067.76,,29200
2014,5,11,4,18719.9,104.33,29568
2014,5,11,5,,,23162
2014,5,11,5,,,23734
2014,5,11,5,,,24869
2014,5,11,5,,,25077
2014,5,11,5,,,27728
2014,5,11,6,,,20994
2014,5,11,6,,,23734
2014,5,11,8,,,20438
2014,5,11,8,,4764.98,25278
2014,5,11,8,,,26441
2014,5,11,8,,,29135
2014,5,11,9,,213.19,20481
2014,5,11,9,42.76,0.91,21076
2014,5,11,9,,,25343
2014,5,10,1,,9.07,22954
2014,5,10,3,14.45,355.16,21489
2014,5,10,3,,34.02,22954
2014,5,10,4,,,21933
2014,5,10,4,,2585.48,22200
2014,5,10,4,1147.94,1371.66,22460
2014,5,10,4,5151.58,,29200
2014,5,10,4,11260.44,36.29,29568
2014,5,10,5,,3.63,23276
2014,5,10,5,,,23734
2014,5,10,5,,,25077
2014,5,10,5,,,28299
2014,5,10,6,,,20469
2014,5,10,6,,,20994
2014,5,10,6,,,24008
2014,5,10,8,,5405.91,25278
2014,5,10,8,,,26441
2014,5,10,9,,589.67,20481
2014,5,10,9,14.31,3.63,21076
2014,5,10,9,,,23806
2014,5,10,9,,,25343
2014,5,10,9,,,29135
2014,5,10,9,,,30897
2014,5,9,1,,,28299
2014,5,9,3,62.59,217.27,22460
2014,5,9,4,,4411.63,21489
2014,5,9,4,,,21933
2014,5,9,4,,,23734
2014,5,9,4,3326.21,249.48,29568
2014,5,9,5,,45.36,22200
2014,5,9,5,,5.44,23276
2014,5,9,5,,18.14,29863
2014,5,9,6,,,20994
2014,5,9,6,,,28688
2014,5,9,6,,60.33,29863
2014,5,9,8,4975.96,,20689
2014,5,9,8,4881.45,294.84,25869
2014,5,9,8,,,26441
2014,5,9,9,,181.44,20481
2014,5,9,9,798.63,17.24,21076
2014,5,9,9,,,25343
2014,5,9,9,,,29135
2014,5,9,9,,,30306
2014,5,9,9,,,30897
2014,5,8,3,,18.14,29568
2014,5,8,3,,166.47,30159
2014,5,8,4,,,23734
2014,5,8,4,,1107.67,29863
2014,5,8,5,,8.17,22252
2014,5,8,5,,,28688
2014,5,8,5,,6.8,29863
2014,5,8,6,,,20469
2014,5,8,6,,,20994
2014,5,8,8,,569.26,20689
2014,5,8,8,,,25343
2014,5,8,8,,,25550
2014,5,8,8,7781.84,272.16,25869
2014,5,8,8,,,26441
2014,5,8,9,,136.08,20481
2014,5,8,9,,,29135
2014,5,8,9,352.95,7.26,29196
2014,5,8,9,,,30306
2014,5,8,9,,,30897
2014,5,7,4,14.45,2838.58,21489
2014,5,7,4,,,21933
2014,5,7,4,,340.2,30159
2014,5,7,5,,,23734
2014,5,7,5,,,28688
2014,5,7,5,,504.4,29863
2014,5,7,6,,,20469
2014,5,7,6,,,20994
2014,5,7,6,,47.18,22252
2014,5,7,8,,1135.79,20689
2014,5,7,8,,,25550
2014,5,7,8,7817.53,147.42,25869
2014,5,7,8,,,26441
2014,5,7,9,,68.04,20481
2014,5,7,9,,2.72,29196
2014,5,7,9,,,30306
2014,5,6,3,,11.34,22954
2014,5,6,4,4066.53,,20881
2014,5,6,4,,,23534
2014,5,6,5,,191.42,29863
2014,5,6,5,,90.72,30741
2014,5,6,6,,,20469
2014,5,6,6,,,20994
2014,5,6,6,,70.31,22252
2014,5,6,6,,,28688
2014,5,6,6,48335.39,1128.53,310913
2014,5,6,8,5175.27,,21076
2014,5,6,8,,,26441
2014,5,6,9,,176.9,20481
2014,5,6,9,,,23806
2014,5,5,3,3123.55,75.3,20881
2014,5,5,3,,22.68,22954
2014,5,5,4,26106.17,1.81,20093
2014,5,5,4,1824.9,,20881
2014,5,5,4,,,21933
2014,5,5,5,,131.55,22200
2014,5,5,5,,,23534
2014,5,5,6,,,21885
2014,5,5,6,,49.9,22252
2014,5,5,6,,,22950
2014,5,5,6,44027.43,995.18,310913
2014,5,5,8,17402.12,,21076
2014,5,5,8,,226.8,23291
2014,5,5,8,,,23806
2014,5,5,8,,,25550
2014,5,5,8,7240.77,249.48,25869
2014,5,5,9,,56.7,20481
2014,5,5,9,,90.72,30741
2014,5,4,3,276.93,,20881
2014,5,4,3,,113.85,29923
2014,5,4,4,26423.24,,20093
2014,5,4,4,1584.62,18.14,20881
2014,5,4,4,,1111.31,22200
2014,5,4,4,,339.74,29923
2014,5,4,5,,,23534
2014,5,4,6,,68.04,21489
2014,5,4,6,,,21885
2014,5,4,6,,27.22,22252
2014,5,4,6,,204.12,30741
2014,5,4,6,28663.29,682.21,310913
2014,5,4,7,,18.15,23291
2014,5,4,8,17591.23,,21076
2014,5,4,8,,,23806
2014,5,4,8,,,25550
2014,5,4,8,19193.77,408.24,25869
2014,5,4,9,,155.13,20481
2014,5,3,4,,1088.63,22200
2014,5,3,4,,613.26,29923
2014,5,3,5,,,23734
2014,5,3,6,,172.37,21489
2014,5,3,6,,,21885
2014,5,3,6,10972.85,,23277
2014,5,3,6,20,562.46,23291
2014,5,3,6,38218.86,837.78,310913
2014,5,3,7,,,23265
2014,5,3,8,493.42,396.9,20689
2014,5,3,8,,,23806
2014,5,3,8,,1832.97,25278
2014,5,3,8,,,25550
2014,5,3,8,1089.7,34.02,25869
2014,5,3,9,,124.74,20481
2014,5,3,9,,,21885
2014,5,3,9,,,27080
2014,5,3,9,526.72,97.07,29196
2014,5,2,4,,975.23,22200
2014,5,2,4,,5105.64,29923
2014,5,2,5,277.38,22.68,23276
2014,5,2,5,,,23734
2014,5,2,5,,90.72,30741
2014,5,2,6,,56.7,21489
2014,5,2,6,,,22950
