rt1_1964,rt1_1965,rt1_1966,rt1_1967,rt1_1968,rt1_1969,rt1_1970,rt1_1971,rt1_1972,rt1_1973,rt1_1974,rt1_1975,rt1_1976,rt1_1977,rt1_1978,rt1_1979,rt1_1980,rt1_1981,rt1_1982,rt1_1983,rt1_1984,rt1_1985,rt1_1986,rt1_1987,rt1_1988,rt1_1989,rt1_1990,rt1_1991,rt1_1992,rt1_1993,rt1_1994,rt1_1995,rt1_1996,rt1_1997,rt1_1998,rt1_1999,rt1_2000,rt1_2001,rt1_2002,rt1_2003,rt1_2004,rt1_2005,rt1_2006,rt1_2007,rt1_2008,rt1_2009,rt1_2010,rt1_2011,rt1_2012,rt1_2013
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
35.2359,26.4593,19.6042,19.8665,13.9276,13.6315,45.3801,48.6098,43.9475,45.365,53.087,61.98,61.6963,59.5993,57.7155,54.1305,35.1036,32.6226,33.2817,36.6002,54.4216,70.4728,76.665,82.6504,80.2591,88.451,91.1451,88.1609,84.7218,86.4556,90.033,96.982,90.9937,99.3199,100.016,99.2664,109.477,112.906,104.976,111.542,104.661,103.495,104.714,111.671,100.24,105.207,95.932,94.108,91.83,94.2189
38.7397,27.2948,18.9769,18.0293,10.8093,10.8284,44.4481,45.8816,41.8961,45.0637,53.8517,63.5056,63.6639,61.7798,59.0611,52.7888,33.5693,30.3249,31.1899,34.7773,54.9955,71.0304,77.8242,82.7398,82.37,88.6623,92.2916,88.4187,85.263,84.9213,87.3968,94.6443,88.5858,95.8965,98.7876,96.4117,106.361,111.566,102.785,109.13,103.136,101.702,104.842,110.522,97.6466,100.389,94.0889,92.0385,90.2623,90.6432
34.702,23.7173,15.7907,15.0348,11.1636,11.4441,47.1636,47.2784,42.8164,45.0719,54.0524,60.8517,60.0916,58.052,55.4175,49.9522,33.0845,30.5507,31.3435,34.7689,56.0645,71.2688,77.1537,80.8307,81.5476,88.395,92.4014,87.3527,84.5283,85.0119,87.9407,96.1691,90.6448,94.2217,99.0017,96.5394,105.588,114.37,102.226,108.017,103,101.491,105.895,110.349,99.036,102.672,95.967,93.466,92.2553,90.2407
33.4465,23.4279,16.6967,15.6141,13.2413,12.3007,46.0722,46.8787,41.3801,43.8959,54.7848,59.7162,58.1298,57.4744,57.0412,51.6151,35.3525,31.1496,30.5905,33.9436,53.4672,70.7717,75.1255,81.3822,79.5033,90.6224,92.6654,86.2663,85.0111,84.602,88.9595,97.248,90.4045,93.2637,99.9002,96.0279,106.371,117.452,102.176,110.313,103.145,102.482,106.74,111.783,99.4197,103.266,95.4176,94.322,92.0546,92.5946
31.623,22.0773,17.1694,17.2,14.3817,13.195,50.994,52.9002,47.1922,47.495,54.8727,60.1086,57.0493,58.1723,56.7312,50.9152,36.1055,33.7272,33.0518,38.0702,55.7595,73.3924,78.2619,83.8286,80.8048,92.8752,95.6315,88.434,86.7569,87.3763,92.5458,101.498,95.2986,98.4373,103.521,101.442,113.201,127.713,107.991,118.855,109.694,107.295,112.995,118.384,104.946,109.976,99.5703,99.0243,96.7169,98.0799
32.266,20.9942,15.4774,17.5001,14.8992,14.6415,51.4928,52.5436,45.69,50.1601,57.6703,62.9714,59.5079,60.0511,59.1938,54.0675,39.5552,37.1925,36.2381,40.6311,59.1458,77.4839,81.2843,86.0302,82.1037,93.8707,95.1919,91.4679,87.7324,88.1285,92.598,105.301,95.3245,99.1535,103.708,101.603,110.258,124.796,106.886,113.363,104.131,105.327,110.018,119.352,104.018,109.078,98.4013,97.5909,94.1978,93.2062
30.8492,20.1413,14.9838,14.8609,13.181,16.5054,54.128,56.1705,48.2322,51.5754,56.4957,61.4911,57.4459,57.5993,57.2002,51.1106,39.5021,39.3986,38.6508,41.2231,60.2522,77.3066,79.6116,86.9535,79.5236,92.8622,95.4164,91.8525,87.4059,88.8701,92.8856,106.244,94.9255,99.6014,103.484,102.634,111.574,125.475,105.862,115.909,104.602,106.289,110.717,120.651,105.095,108.792,97.9448,100.247,95.7873,94.625
30.8492,20.1413,14.9838,14.8609,13.181,16.5054,54.128,56.1705,48.2322,51.5754,56.4957,61.4911,57.4459,57.5993,57.2002,51.1106,39.5021,39.3986,38.6508,41.2231,60.2522,77.3066,79.6116,86.9535,79.5236,92.8622,95.4164,91.8525,87.4059,88.8701,92.8856,106.244,94.9255,99.6014,103.484,102.634,111.574,125.475,105.862,115.909,104.602,106.289,110.717,120.651,105.095,108.792,97.9448,100.247,95.7873,94.625
33.5282,23.582,17.5415,16.7823,13.1821,15.7825,55.1303,58.0342,49.6804,52.4565,57.236,62.5966,60.1787,60.9782,60.558,54.745,42.7424,42.0533,41.092,43.4995,62.1994,77.9723,80.9761,88.8609,80.6682,94.5538,97.2314,94.2106,90.0846,92.3629,95.5171,108.568,96.7704,100.966,104.247,103.874,112.535,125.192,106.577,117.75,105.164,106.126,110.651,122.572,106.422,108.87,98.7312,101.45,97.2541,95.2152
33.5282,23.582,17.5415,16.7823,13.1821,15.7825,55.1303,58.0342,49.6804,52.4565,57.236,62.5966,60.1787,60.9782,60.558,54.745,42.7424,42.0533,41.092,43.4995,62.1994,77.9723,80.9761,88.8609,80.6682,94.5538,97.2314,94.2106,90.0846,92.3629,95.5171,108.568,96.7704,100.966,104.247,103.874,112.535,125.192,106.577,117.75,105.164,106.126,110.651,122.572,106.422,108.87,98.7312,101.45,97.2541,95.2152
33.8327,22.5858,15.6823,14.4065,10.9651,14.3837,54.4777,55.8329,48.6926,50.7877,55.7712,62.1314,58.6964,59.7375,56.2509,50.8072,39.3025,38.8652,38.4678,40.606,60.6732,75.884,80.64,86.8782,77.8766,91.5565,95.2869,90.4468,87.0605,90.1488,94.0491,105.784,93.0837,97.1408,102.01,102.206,111.22,124.601,104.51,114.978,102.17,103.667,107.855,120.875,103.859,108.191,96.7239,100.207,97.1058,94.5613
31.6552,19.7171,13.0248,11.9838,8.98969,14.0176,54.2194,55.444,49.8414,49.704,53.5626,60.3767,55.4493,55.832,51.596,48.0667,35.9473,37.2111,36.9395,39.5347,59.0852,73.1812,77.6554,82.5435,73.7008,87.1842,90.0719,86.1272,83.5494,84.8737,90.1166,99.1903,87.3404,90.0771,96.8172,96.5849,104.324,116.467,96.0602,105.666,94.8935,97.5076,98.9165,113.089,96.4798,99.9355,88.9908,93.8202,88.9637,87.5733
28.5677,18.6153,12.1078,11.8543,9.7682,12.758,50.684,54.1324,48.7046,46.5889,48.8693,55.859,51.5764,53.0475,47.5802,44.8701,32.8055,33.7108,32.4558,34.8901,52.2982,68.5186,74.0915,78.4297,70.0592,83.0229,84.1607,81.2996,78.0567,80.8661,87.4328,93.7715,83.6793,87.9429,91.6452,94.2514,102.784,115.096,95.8635,103.96,94.3757,97.548,99.2282,112.137,96.4915,98.8667,86.0499,91.544,86.7747,85.6166
29.9469,20.2104,14.3797,14.7618,13.2472,15.2304,48.3499,48.435,43.0526,44.1816,47.2892,56.6076,52.5893,55.6886,51.3424,51.3052,37.5727,35.1627,32.7216,34.5347,51.2472,67.6546,73.5691,77.2572,68.0905,84.1958,85.5782,85.2439,77.9932,80.8432,87.6133,94.1431,82.4009,84.6169,88.7885,90.6448,100.436,113.236,91.8984,99.2069,91.8784,92.3248,94.1362,109.37,94.8368,95.5843,83.0336,88.7889,84.356,82.4993
30.3516,20.6024,15.5592,16.2261,13.2889,14.4364,49.1124,49.335,44.7517,46.8911,48.964,59.0538,54.3491,57.4485,53.8888,53.6256,39.3172,36.3359,34.0278,36.9047,54.0164,70.8114,74.8742,80.2613,70.4308,87.2085,89.0717,88.3804,80.9006,82.2695,89.6095,97.1593,83.4876,86.8414,90.7529,93.0734,102.617,115.644,94.3202,100.776,94.9127,92.5658,96.7067,110.042,96.2019,97.7787,85.1568,91.1194,85.6828,82.764
30.9384,22.8343,18.0297,19.274,15.2395,15.9349,47.7465,48.0514,44.3532,47.0775,49.0141,59.0003,56.334,60.1074,57.1412,58.6976,42.649,38.1725,36.8128,38.4049,54.9422,70.226,74.4774,79.0033,68.3579,86.3031,87.5785,87.4113,80.451,81.7595,90.8515,95.531,81.3483,85.9032,91.2605,91.676,102.84,112.381,92.7322,98.41,92.7051,91.5573,92.8872,106.757,95.4482,95.2658,82.2455,90.2576,82.7676,79.0811
32.5468,25.6814,20.0247,20.1246,15.0578,14.2586,45.727,47.2806,43.323,45.0366,47.3652,56.7641,56.1756,59.763,57.5687,58.1823,40.6217,35.7166,34.147,35.7398,51.4714,68.2773,72.4366,76.4142,68.3373,85.4222,84.7666,86.6247,80.3025,80.277,89.4163,94.8457,81.0438,86.0341,91.1407,92.201,103.899,114.549,94.7856,100.444,94.7035,93.2634,94.1879,109.087,95.5821,97.2942,83.0182,92.9265,83.9489,82.2527
34.1563,26.9726,21.6704,21.4484,17.086,14.9627,45.425,46.7613,43.9656,46.3729,49.2028,59.1171,58.8642,62.8226,60.7105,61.6575,43.3057,37.2706,35.5251,36.7645,52.9811,70.3814,74.2955,78.06,70.2244,88.9462,88.0842,90.0008,83.8707,82.6407,92.6612,98.2139,83.556,88.1622,93.159,94.6925,106.945,117.022,97.3603,102.601,97.4393,96.0193,95.8384,111.989,98.805,100.027,85.803,94.6216,85.7813,84.826
28.0112,20.7348,16.1014,17.0145,15.2482,12.9589,42.6916,42.999,41.3819,41.576,45.2277,51.3563,51.5766,51.632,51.8646,52.2635,36.1376,31.4411,30.2686,31.328,45.5224,62.2557,65.4858,69.9386,61.49,78.8531,76.698,77.6284,75.191,73.332,82.343,88.0244,73.7666,78.8782,84.0137,85.3562,95.2818,104.24,86.2909,92.1289,87.5945,85.6128,85.9045,100.902,88.8173,89.5385,77.2013,84.8991,75.6879,74.4145
27.7135,19.8297,16.5054,17.8244,15.7714,12.9636,40.6634,39.7661,38.9022,40.8658,45.1093,49.7944,52.3199,51.5889,51.9143,54.1771,36.1869,29.9723,29.2788,29.7023,45.0026,60.0754,64.518,68.6017,60.1889,76.8508,74.5914,75.6987,74.7272,70.5801,79.1018,86.8726,71.7612,77.9931,81.9682,82.0934,91.4499,101.955,82.2042,87.6881,83.434,81.6898,82.2771,95.6245,87.4336,87.4354,74.6239,83.5901,72.5312,70.9228
27.5333,19.0957,16.3373,17.9115,16.0537,15.0558,38.9065,39.3983,38.6715,39.3594,44.7869,48.9978,51.922,49.4869,52.6501,53.7443,37.5851,30.5199,29.6729,30.1947,44.9965,61.2047,63.468,68.704,60.472,75.7564,71.4334,75.7209,72.8738,70.344,78.1145,85.5963,70.8546,77.7789,81.3043,79.4461,87.4889,98.7327,80.4451,85.8731,81.9367,77.4334,81.3735,95.2304,86.2934,87.3234,74.394,79.3938,68.8847,68.1446
25.9768,18.7438,16.5868,18.4216,16.5308,15.9204,40.0017,41.2009,40.8791,36.9251,40.6915,45.059,47.9999,46.699,49.5089,51.0682,37.7236,30.8267,29.8964,29.8371,42.3862,57.7238,59.3839,64.4864,57.5168,73.0317,67.9392,72.0491,70.7219,67.6409,74.8022,81.9394,69.1855,74.3226,79.4871,78.0594,84.9512,97.0119,79.2873,85.9662,80.3495,75.6385,79.7231,93.6761,85.6648,85.4799,73.9914,77.0399,67.7649,67.2692
25.1295,18.4925,17.2272,19.3373,18.1041,15.3286,39.3667,40.9726,40.3295,34.6279,38.2288,42.9674,44.4411,44.5118,47.0313,48.6161,36.7986,29.9342,28.7065,27.372,39.2307,53.5278,55.494,60.5353,55.3833,69.0446,65.6093,68.2593,67.1984,65.5013,72.995,81.1271,66.9622,71.9723,77.6546,76.8915,84.0162,98.1024,78.6274,86.3366,80.603,76.1342,79.792,92.7714,84.7236,85.3402,72.278,75.5085,67.0934,65.9498
25.5623,19.6971,18.5377,20.6737,22.5329,16.0862,35.7466,36.2268,36.55,31.5635,36.4055,40.99,43.4353,44.1819,47.7359,50.8533,36.8809,28.3689,26.1255,24.4657,35.9112,50.1855,52.57,57.9792,53.2648,66.8986,64.2707,66.1145,65.4634,62.9343,70.1588,78.5527,64.032,68.0325,73.2386,73.6755,80.9925,93.3427,74.9585,82.0748,77.0141,72.8356,77.4841,88.1772,81.0083,81.1607,68.8886,71.5667,63.8846,62.7931
25.1502,19.5911,18.0764,19.7028,20.1814,15.0639,34.9965,35.5966,35.673,30.9897,35.8582,41.2029,43.0076,43.7901,47.0073,49.8427,34.9976,26.973,24.7294,23.5359,35.1187,49.6809,51.8719,57.4094,52.486,66.4781,63.34,65.0603,65.127,61.6422,70.3651,77.5715,62.8748,67.6507,72.5408,71.9348,79.783,92.8334,73.4796,81.483,75.4096,71.684,76.5851,85.7957,79.6678,79.8453,68.4689,70.6578,63.3342,62.4807
25.5578,19.092,16.1358,17.2356,18.5363,14.1393,34.0847,34.6533,34.1769,30.1361,35.0835,40.4644,43.1766,44.4324,46.0377,49.0839,33.8337,26.179,23.5732,22.5919,34.415,50.1026,51.2583,57.8123,52.1645,66.5782,63.9199,65.4864,65.8878,61.3464,70.7297,75.26,62.7419,67.3842,73.4014,71.0791,79.3035,92.297,71.7666,80.7637,73.3345,70.1644,75.2395,85.5806,79.945,81.6986,68.4166,71.2732,63.6732,62.9072
23.88,17.506,14.4638,15.2589,17.2626,13.1723,32.4706,33.0806,32.8576,28.8321,33.6649,38.4994,40.3194,41.4275,42.8344,45.535,29.9763,22.9724,21.0217,20.4954,32.1413,47.4214,48.361,55.1948,49.9529,62.9645,60.7504,61.844,61.6492,58.4503,66.7813,71.4622,60.1178,64.7182,70.4905,69.5188,76.7018,88.9093,69.9494,78.4862,70.8035,67.8822,72.7314,83.1936,77.4542,79.4023,66.3375,68.7827,61.5629,60.889
21.3629,14.8139,12.4681,13.9139,14.3885,11.6725,31.0495,31.0961,29.827,27.2404,32.3888,36.0326,37.1833,38.5109,40.1675,41.7747,26.3301,20.0634,18.3844,17.9305,29.1193,43.6671,45.8593,51.505,47.9684,59.0791,55.6692,57.8208,57.4255,54.0789,63.2321,67.7985,56.7141,62.5612,66.9503,65.842,71.9301,82.3149,65.5445,73.7555,67.6256,63.5526,66.8247,78.3871,73.2706,74.8638,62.8774,63.9955,56.3151,56.5358
20.8074,13.9183,12.0345,13.9229,14.1119,13.5559,36.103,35.649,33.1368,29.4604,33.7341,37.3426,38.8394,39.0144,41.6116,42.7035,28.7871,23.9903,22.0232,21.448,33.3279,48.7031,50.982,55.898,53.4189,64.6604,63.3238,63.9517,61.2864,58.2367,69.9448,76.051,62.4621,69.1185,74.2697,72.551,77.5288,91.7751,72.434,78.6503,75.4689,69.0746,74.2404,85.8892,83.5836,84.0105,69.9497,71.5177,64.1119,64.6882
23.6048,16.8416,14.8033,16.5717,16.1488,14.0052,34.4716,33.7627,30.6504,26.7094,31.6545,38.5861,40.2925,42.0604,46.1973,46.4137,31.9313,24.9871,22.2817,20.6999,32.6344,48.1963,50.225,55.1832,53.3553,65.743,64.7428,66.1668,61.4912,59.2238,71.2009,76.2354,61.7164,65.8264,72.9761,71.3037,75.2821,89.4393,70.1657,76.8724,73.5855,67.9915,72.6053,86.2793,81.7923,81.8772,68.8426,69.1608,63.5879,63.3853
