rt1_1958,rt1_1959,rt1_1960,rt1_1961,rt1_1962,rt1_1963,rt1_1964,rt1_1965,rt1_1966,rt1_1967,rt1_1968,rt1_1969,rt1_1970,rt1_1971,rt1_1972,rt1_1973,rt1_1974,rt1_1975,rt1_1976,rt1_1977,rt1_1978,rt1_1979,rt1_1980,rt1_1981,rt1_1982,rt1_1983,rt1_1984,rt1_1985,rt1_1986,rt1_1987,rt1_1988,rt1_1989,rt1_1990,rt1_1991,rt1_1992,rt1_1993,rt1_1994,rt1_1995,rt1_1996,rt1_1997,rt1_1998,rt1_1999,rt1_2000,rt1_2001,rt1_2002,rt1_2003,rt1_2004,rt1_2005,rt1_2006,rt1_2007,rt1_2008,rt1_2009,rt1_2010,rt1_2011,rt1_2012,rt1_2013
4702.11,3044.86,4565.17,1465.7,5024.86,12476.7,17890,2419.62,2603.63,2340.56,920.142,3397.4,3235.01,2831.24,18512.2,1745.78,2860.68,3700.13,1160.96,7660.72,3402.81,3724.02,6705.96,2305.24,3631.38,2095.11,2007.82,2796.28,27837.8,3698.96,1618.1,2809.11,2996.05,3012.88,2180.52,2819.97,1045.65,1770.44,503.248,2891.31,760.232,1567.53,1294.39,1428.17,2807.18,2374.04,1338.52,765.021,446.643,1910.92,3293.51,2910.96,2082.72,1970.06,2798.39,8720.69
5232.4,7511.99,1650.2,1324.14,8268.36,16363.7,16043.5,3455.27,5960.9,2357.91,1369.83,4500.75,1916.27,3064.01,23123.7,2332.83,5740.2,5767.73,1052.32,12246.3,3168.94,3875.38,5724.92,5086.32,4289.82,1314.29,3156.08,4233.61,29629.8,4959.28,1269.38,5545.02,3609.25,5948.06,1332.54,2846.3,999.681,1877.24,630.726,2074.82,851.997,2640.41,913.665,1021.57,3402.4,2053.78,1035.02,437.192,1015.13,634.54,4484.3,1115.04,1958.51,2071.7,2149.18,3508.1
9323.28,5070.25,2925.09,1705.63,4527.39,17949.9,12280,6541.24,5119.52,1330.62,1371.12,4801.34,2687.03,2074.17,22056.7,3042.01,2833.56,5622.17,1858.88,4234.83,6942.81,3087.74,6084.03,4057.27,2303.61,2605.51,2634.14,5003.84,28872.2,2318.58,1623.14,3109.21,5860.05,6892.17,1191.87,3400.69,1525.86,657.72,972.07,763.297,932.086,2309.41,463.179,878.169,4743.52,1965.12,1815.18,432.601,2029.72,1205.24,4145.87,2899.63,1553.79,2781.96,2056.07,4268.05
5968.1,3703.82,4038.67,1751.36,2005.08,19446.4,7386.65,9429.41,3110.52,1694.28,3221.42,3025.49,1689.83,3956.22,11956.9,4173.16,3053.59,4113.6,2668.29,1833.2,9582.44,3484.1,4229.17,4242.2,1367.4,3315.64,2955.1,3139.87,23065.7,2568.59,1824.89,5442.16,5778.77,3434.7,1276.32,1800.78,1669.83,586.036,469.19,859.488,647.821,1685.3,353.119,315.152,3783.33,1340.1,468.637,739.314,969.101,793.729,3361.17,2191.07,1530.67,1244.28,3526.22,3907.49
1921.35,3683.22,3944.42,817.84,4242.41,19086.8,10013.3,4422.73,5322.55,1701.76,3781.81,3196.75,1152.02,2651.51,23382.4,2643.12,2238.18,2502.82,4903.59,2441.25,10129.2,3532.41,4438.5,2010.28,4875.53,1899.54,2416.08,2487.94,20843.9,4087.3,3326.05,2632.79,9740.16,5286.62,1199.93,954.948,788.091,1126.96,742.406,1283.46,339.113,2311.41,484.649,843.913,2594.33,1753.83,432.635,279.897,568.744,965.463,1484.24,2678.87,783.466,595.245,1730.4,4202.4
1445.77,3038.02,2549.36,842.766,4525.01,29538.3,8120.43,3641.09,3821.08,1899.05,2039.66,2624.12,727.601,3243.27,21711.9,3426.17,2967.17,1479.59,3588.88,2350.66,8445.87,3535.71,3971.19,5845.85,3026.04,3579.25,1656.96,1050.49,22989.6,7371.46,1663.65,5572.88,4756.99,4014.06,1059.15,1140.05,2776.81,1035.04,775.397,1411.12,549.843,3208.47,638.005,956.835,4324.43,3079.22,1227.51,802.233,1213.53,2152.2,3274.87,3754.55,1305.68,1137.58,4176.92,8111.61
2239.57,2376.57,1454.31,1085.7,3020.83,23667.8,8792.35,2654.87,2377.44,1738.74,3011.08,2848.18,583.541,3575.67,17123.3,1924.94,2867.74,2165.45,4067.83,1834.79,6948.75,2999.71,6005.01,2959.76,2900.8,3028.92,1688.17,955.513,18403.9,7638.58,2812.61,2748.1,6597.36,2847.26,808.782,1858.51,1322.83,1344.04,509.955,1104.42,399.866,1518.59,1070.07,511.644,3140.71,2331.09,999.462,517.649,835.447,965.471,2581.32,3485.65,798.67,1111.52,2373.55,1402.36
7302.48,1723.72,2423.2,1022.61,2854.73,30807.9,7573.54,2414.4,3735.12,2771.76,2116.21,3146.83,454.378,2090.71,18150.3,2356.01,2413.4,5302.85,6094.33,1403.2,5500.28,4460.79,6483.07,3586.71,5441.23,2531.57,1180.59,2044.5,21886.9,6094.21,4084.68,2359.82,5138.64,4852.48,1329.4,879.98,1496.18,1478.26,665.298,1522.2,866.202,1883.89,855.392,698.123,2608.78,1945.78,796.751,274.779,1031.87,915.49,2096.68,1212.15,1824.77,539.336,1108.63,3693.77
4326.92,1649.64,2054.84,1423.18,1347.12,21706.9,20212.3,6408.54,2796.26,2013.16,2744.59,2757.3,624.098,2177.98,23802.3,2256.06,2581.43,4170.47,5655.17,1865.02,6278.45,5603.28,5757.14,3531.74,3673.58,3707.37,2384.17,1877.15,23102.9,7879.22,4647.46,1637.89,5275.65,7568.38,2304.74,840.799,931.172,1976.01,510.588,993.729,1224.93,2218.71,1134.78,624.866,3129.11,1517.44,842.176,506.247,1763.98,1228.73,1681.91,1398.19,2244.19,559.488,1619.33,5729.36
3642.44,1603.62,3257.49,2017.06,975.133,25637.5,9822.38,6091.75,3380.64,2195.25,1615.28,4258.19,512.141,1083.47,19753.1,1811.63,5272.24,2703.91,7038.91,1532.29,4766.2,7582.39,3077.41,4415.83,1655.03,2620.32,1494.84,1298.63,23380.5,4805.6,3393.89,4885.34,2029.91,8591.25,3660.36,822.588,1282.45,1584.32,531.007,1225.77,681.844,1699.97,916.874,745.536,3608.78,1456.38,1621.98,487.438,922.049,420.554,3677.37,1535.98,1213.22,671.453,1846.43,2544.62
